Age,Gender,Income,Education_Level,Travel_Frequency,Preferred_Activities,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Favorite_Season,Pets,Environmental_Concerns,Preference
69,non-binary,119497,high school,8,sunbathing,4173,rural,140,238,fall,0,0,0
46,non-binary,25506,doctorate,1,swimming,3210,urban,9,109,spring,1,1,0
55,female,70795,high school,8,hiking,4300,suburban,123,129,summer,0,1,1
59,non-binary,67380,master,9,sunbathing,1337,suburban,87,96,fall,1,0,0
38,female,38207,master,6,hiking,4572,rural,240,277,summer,1,1,1
59,non-binary,72216,doctorate,8,sunbathing,4025,suburban,296,54,winter,0,1,0
30,male,28388,master,0,skiing,4933,urban,73,198,summer,0,1,1
66,male,36407,doctorate,4,hiking,4419,rural,26,97,spring,0,0,1
58,female,102496,bachelor,2,swimming,3568,rural,148,246,fall,1,0,0
34,female,24886,high school,5,sunbathing,1858,rural,176,285,summer,1,1,0
26,female,28783,high school,6,sunbathing,4597,urban,36,73,winter,0,1,0
58,female,103975,doctorate,5,sunbathing,951,urban,139,38,fall,0,1,0
18,non-binary,77709,bachelor,6,hiking,894,urban,168,272,winter,0,0,1
19,male,66730,high school,5,sunbathing,1792,urban,150,137,summer,0,1,0
65,non-binary,42072,master,4,hiking,1821,suburban,238,107,spring,1,1,0
46,male,49707,doctorate,9,hiking,1109,rural,80,196,winter,1,1,1
50,male,65036,master,0,swimming,1464,urban,168,285,winter,1,0,0
27,non-binary,88679,bachelor,5,sunbathing,1729,suburban,9,172,spring,0,1,0
67,female,72105,doctorate,2,sunbathing,3894,suburban,47,270,summer,0,0,0
57,non-binary,65118,high school,1,hiking,3602,rural,220,44,winter,1,1,0
38,non-binary,49858,doctorate,2,swimming,4577,suburban,260,93,winter,1,1,0
45,non-binary,104517,high school,0,hiking,4741,rural,283,162,winter,1,0,0
28,male,90545,bachelor,4,sunbathing,688,suburban,105,286,fall,1,0,0
51,female,113689,master,0,hiking,2811,rural,210,279,spring,0,0,1
25,male,28057,doctorate,4,hiking,4678,suburban,124,175,fall,1,0,1
39,non-binary,28857,master,4,hiking,4235,urban,273,84,summer,1,0,0
25,non-binary,44083,high school,6,swimming,3388,suburban,122,153,fall,0,0,0
66,male,45368,doctorate,8,hiking,589,urban,237,172,spring,1,0,0
32,male,99326,master,4,sunbathing,4813,suburban,34,29,summer,0,1,0
34,female,113393,doctorate,0,hiking,1083,urban,261,60,fall,1,0,0
40,non-binary,63471,high school,8,sunbathing,3194,rural,112,57,fall,0,1,0
41,male,38676,master,6,skiing,4865,suburban,135,66,winter,0,1,0
62,male,63436,master,1,sunbathing,1084,urban,109,32,spring,1,0,0
36,male,60183,high school,5,swimming,1097,urban,4,33,fall,1,0,0
22,male,49625,high school,6,skiing,651,urban,183,268,spring,1,0,1
49,non-binary,22026,doctorate,6,swimming,4838,urban,32,208,winter,1,0,0
61,female,110159,master,0,skiing,2645,urban,291,81,summer,0,1,0
18,male,46637,high school,9,swimming,3141,suburban,154,1,summer,1,1,0
40,male,105104,master,3,sunbathing,2813,urban,85,228,fall,0,0,0
54,female,82527,high school,5,swimming,1179,urban,70,248,summer,1,1,0
25,non-binary,107324,doctorate,9,swimming,1682,suburban,81,46,spring,0,1,0
30,male,103030,bachelor,4,skiing,2970,urban,9,197,summer,0,1,1
25,female,53262,high school,9,sunbathing,992,urban,154,63,spring,1,1,0
40,female,35081,master,5,hiking,1749,rural,4,138,spring,1,0,1
60,non-binary,73496,doctorate,7,sunbathing,4236,suburban,223,34,spring,1,1,0
18,female,62608,master,9,hiking,3110,urban,273,121,fall,0,0,0
62,non-binary,88833,master,2,sunbathing,1555,suburban,246,96,winter,1,1,0
68,female,64214,bachelor,1,hiking,585,rural,247,177,fall,0,0,0
41,male,81520,master,5,swimming,817,rural,10,25,fall,1,1,0
52,non-binary,112076,high school,6,hiking,2157,suburban,34,270,spring,1,1,1
41,female,85489,high school,9,sunbathing,2454,rural,14,230,summer,0,0,0
34,male,67489,master,8,sunbathing,4334,rural,178,144,spring,1,0,0
22,female,64124,high school,7,swimming,1361,suburban,22,2,fall,0,0,0
37,male,62689,master,9,hiking,3592,rural,119,116,summer,0,0,0
38,non-binary,92145,bachelor,8,swimming,3825,urban,75,253,summer,0,1,0
57,male,59017,master,5,swimming,4485,rural,290,2,fall,0,0,0
48,female,31875,doctorate,3,swimming,4161,urban,109,164,winter,0,1,0
63,male,67139,bachelor,8,skiing,3434,suburban,228,282,spring,0,1,1
53,male,40192,doctorate,0,sunbathing,695,suburban,225,283,summer,0,0,0
28,non-binary,65630,master,1,sunbathing,829,urban,141,94,fall,0,1,0
69,male,81825,doctorate,1,swimming,2492,urban,42,296,winter,1,1,0
32,male,31646,bachelor,7,hiking,3525,suburban,96,233,fall,0,0,1
36,female,34537,doctorate,4,skiing,500,rural,46,24,fall,0,0,0
24,female,39086,bachelor,0,sunbathing,4574,urban,78,52,winter,1,0,0
68,non-binary,55261,doctorate,8,sunbathing,3177,rural,67,125,summer,1,0,0
45,non-binary,119595,doctorate,6,hiking,3892,suburban,265,98,summer,0,1,0
68,non-binary,32546,doctorate,8,skiing,2901,rural,92,225,winter,1,1,1
60,female,53021,doctorate,2,swimming,4814,urban,255,117,fall,1,0,0
22,male,36259,bachelor,1,skiing,3840,suburban,136,28,spring,1,0,0
22,non-binary,36813,doctorate,5,swimming,2714,rural,136,105,summer,0,1,0
47,female,103497,high school,0,hiking,4329,suburban,178,230,spring,0,1,1
49,female,41193,high school,5,swimming,4322,rural,261,25,spring,0,0,0
25,non-binary,59966,high school,5,swimming,2586,urban,250,101,fall,0,1,0
27,female,111300,doctorate,3,sunbathing,3023,rural,183,292,winter,1,0,0
55,male,57642,bachelor,1,hiking,3573,urban,219,268,spring,0,0,1
64,female,89308,high school,2,skiing,2482,suburban,263,271,fall,0,0,1
49,female,115149,high school,4,hiking,1653,urban,75,46,spring,0,0,0
65,male,28261,doctorate,3,swimming,4281,rural,175,128,fall,0,0,0
45,non-binary,115466,high school,4,skiing,4211,rural,191,228,fall,0,0,1
34,female,112049,doctorate,6,skiing,4962,urban,261,204,spring,0,0,0
48,male,23333,high school,2,skiing,2266,suburban,193,249,fall,1,0,1
25,non-binary,103173,master,3,hiking,4148,urban,96,224,winter,0,0,1
57,male,24875,bachelor,4,hiking,4338,urban,83,144,spring,1,1,1
42,female,101158,doctorate,1,skiing,3003,suburban,109,14,winter,0,0,0
26,male,34989,doctorate,1,sunbathing,3065,rural,123,142,winter,0,1,0
19,non-binary,21736,master,9,skiing,4782,rural,37,293,summer,0,0,1
32,non-binary,115330,bachelor,6,sunbathing,2241,suburban,156,92,fall,1,0,0
67,non-binary,28494,doctorate,3,skiing,3608,suburban,35,80,fall,0,0,1
20,male,47910,doctorate,3,swimming,4998,urban,112,293,fall,0,1,0
66,male,77894,master,4,skiing,4580,rural,182,66,summer,0,0,0
53,non-binary,111831,high school,7,swimming,1995,rural,5,135,winter,1,1,0
21,non-binary,77746,high school,7,hiking,2426,rural,268,102,winter,0,1,0
31,non-binary,25754,doctorate,2,skiing,2311,suburban,85,92,summer,1,0,1
58,female,72506,master,5,swimming,1891,rural,71,268,fall,0,1,0
58,female,76380,master,1,sunbathing,2624,rural,204,227,summer,0,1,0
42,female,80993,doctorate,5,sunbathing,3058,suburban,18,49,summer,1,0,0
67,non-binary,29011,high school,5,hiking,3979,suburban,65,254,fall,0,0,1
27,female,66075,doctorate,4,swimming,4731,urban,258,291,spring,1,1,0
38,non-binary,33197,high school,8,sunbathing,1929,suburban,149,180,spring,0,1,0
53,male,50496,master,1,hiking,4288,rural,39,220,summer,1,1,1
29,non-binary,28797,bachelor,1,hiking,4098,suburban,268,208,fall,0,0,0
44,non-binary,116597,master,0,hiking,3853,urban,33,276,summer,1,0,1
57,female,58551,master,8,sunbathing,4804,urban,267,31,winter,0,0,0
19,male,104191,doctorate,0,skiing,806,rural,57,13,spring,1,0,0
30,male,58060,master,8,sunbathing,4554,rural,291,159,fall,1,1,0
49,male,28907,master,0,swimming,1969,rural,97,294,summer,0,0,0
48,female,112918,doctorate,4,swimming,3179,rural,22,58,winter,1,0,0
33,female,99030,master,3,hiking,4678,suburban,157,257,winter,1,0,1
49,female,109086,doctorate,2,swimming,2488,rural,48,230,winter,1,1,0
49,female,79258,high school,7,skiing,3747,suburban,50,241,fall,1,0,1
51,female,93268,master,4,hiking,2079,urban,41,59,summer,1,0,1
28,non-binary,37345,high school,6,skiing,1034,suburban,263,106,fall,1,0,0
27,male,98695,high school,5,hiking,1917,suburban,267,189,summer,0,0,0
32,female,73010,master,8,sunbathing,3444,urban,283,281,winter,1,0,0
34,male,73073,master,5,hiking,3194,rural,125,141,winter,0,1,1
57,female,29409,master,7,swimming,3214,rural,87,40,spring,1,0,0
35,non-binary,20556,bachelor,9,skiing,3719,urban,128,191,winter,0,1,1
26,male,53151,bachelor,5,skiing,3654,rural,207,0,spring,0,1,0
42,female,35717,doctorate,1,skiing,4827,suburban,205,71,fall,0,1,0
57,non-binary,73671,high school,8,swimming,4044,suburban,121,232,summer,0,0,0
31,non-binary,31944,master,6,hiking,4275,suburban,17,43,winter,0,0,1
42,male,37302,high school,6,skiing,2822,rural,6,278,fall,1,1,1
67,female,43079,master,9,sunbathing,2814,urban,105,134,spring,0,1,0
39,non-binary,81256,master,8,hiking,1305,rural,112,297,spring,0,0,1
69,non-binary,109597,doctorate,4,swimming,1963,urban,4,297,summer,1,1,0
47,non-binary,65476,master,5,sunbathing,3410,rural,180,158,summer,1,0,0
37,male,75141,high school,2,sunbathing,1388,urban,163,222,fall,1,1,0
38,male,65753,bachelor,6,swimming,3110,urban,214,296,fall,0,1,0
61,female,72116,high school,5,swimming,4671,suburban,105,7,fall,1,0,0
49,female,63930,high school,7,swimming,4170,rural,199,236,summer,1,1,0
68,male,90538,bachelor,8,sunbathing,1857,urban,47,18,winter,1,0,0
63,male,72774,doctorate,1,hiking,3881,rural,267,208,summer,0,0,0
66,male,103677,master,8,sunbathing,2737,suburban,144,166,summer,1,1,0
38,non-binary,119155,high school,7,skiing,4109,urban,255,93,spring,1,1,0
52,male,38606,doctorate,7,swimming,1747,rural,68,260,fall,1,1,0
49,female,117516,master,1,swimming,1742,urban,193,173,winter,1,1,0
47,non-binary,118862,master,7,sunbathing,2003,rural,153,183,summer,0,1,0
56,male,35469,doctorate,7,hiking,3338,urban,12,216,winter,1,0,1
66,female,90117,doctorate,7,skiing,4924,urban,165,252,fall,0,1,1
29,male,97187,bachelor,2,sunbathing,4122,suburban,143,183,winter,1,0,0
58,female,27441,high school,0,skiing,1704,rural,232,261,summer,0,1,1
64,non-binary,66769,bachelor,9,hiking,832,urban,274,95,fall,0,0,0
35,non-binary,113691,high school,8,hiking,2112,suburban,203,257,spring,1,0,1
38,female,112764,bachelor,9,swimming,1172,suburban,237,94,winter,0,1,0
30,female,60867,master,6,skiing,3913,rural,182,230,spring,1,1,1
38,non-binary,105594,doctorate,7,skiing,3150,suburban,110,198,spring,0,0,1
25,non-binary,83732,bachelor,7,skiing,1628,rural,197,216,fall,1,1,1
63,female,79904,doctorate,8,swimming,3099,suburban,223,262,winter,0,0,0
57,female,87618,master,9,skiing,2524,suburban,154,84,fall,1,0,0
63,male,68389,high school,2,hiking,3586,suburban,124,112,fall,0,1,0
24,male,51803,high school,0,hiking,983,suburban,209,139,summer,0,1,0
40,non-binary,36483,bachelor,1,sunbathing,1679,urban,164,160,spring,0,1,0
61,non-binary,21668,bachelor,7,sunbathing,2458,urban,200,200,summer,0,0,0
49,male,80651,doctorate,9,sunbathing,2675,suburban,153,107,spring,0,1,0
28,male,98495,master,1,hiking,4594,urban,279,25,winter,0,1,0
39,non-binary,79302,high school,7,skiing,4284,rural,94,80,summer,1,0,0
39,non-binary,117534,master,4,sunbathing,4699,rural,183,238,summer,0,1,0
60,female,49420,doctorate,0,skiing,4344,suburban,50,40,winter,0,1,0
42,female,112766,bachelor,4,sunbathing,2094,urban,273,267,winter,1,0,0
39,non-binary,54855,bachelor,8,sunbathing,2224,urban,196,109,fall,1,1,0
45,male,101132,doctorate,8,skiing,3130,rural,216,145,summer,0,0,0
46,female,70411,doctorate,4,skiing,4351,rural,183,210,summer,1,1,1
30,non-binary,36457,bachelor,2,hiking,1748,rural,15,299,winter,1,0,1
35,male,24954,bachelor,8,hiking,2295,rural,189,33,fall,1,0,0
19,male,92525,high school,8,hiking,1751,rural,80,186,fall,1,1,1
46,non-binary,49187,master,1,swimming,1214,urban,77,275,spring,0,1,0
38,female,30483,high school,7,sunbathing,4537,urban,142,153,fall,0,0,0
32,female,32833,high school,7,skiing,1451,rural,164,126,fall,0,1,0
69,non-binary,81093,high school,9,skiing,1187,suburban,13,67,winter,1,1,1
44,male,62812,doctorate,6,hiking,2270,rural,229,267,winter,1,1,1
67,female,78450,bachelor,4,swimming,1245,rural,149,30,fall,0,1,0
48,non-binary,32446,bachelor,5,sunbathing,3617,rural,22,242,winter,0,0,0
32,female,89506,master,6,hiking,4455,suburban,148,277,spring,0,1,1
68,non-binary,46076,high school,3,swimming,3598,suburban,153,69,summer,1,0,0
40,female,54636,bachelor,2,swimming,4742,rural,41,137,spring,1,1,0
41,female,53434,high school,7,sunbathing,3490,rural,74,219,winter,1,1,0
61,female,60106,high school,0,skiing,2181,rural,23,146,summer,0,1,1
30,non-binary,96731,high school,5,skiing,4264,suburban,135,64,winter,0,1,0
39,non-binary,52351,bachelor,2,sunbathing,3549,suburban,264,250,winter,1,1,0
60,male,68880,high school,4,hiking,917,rural,89,105,winter,0,1,1
54,female,77329,master,4,sunbathing,2043,rural,51,253,summer,0,1,0
50,female,26948,bachelor,5,hiking,644,suburban,49,136,summer,1,0,1
20,non-binary,51974,master,2,sunbathing,716,urban,53,259,spring,0,0,0
36,female,69797,bachelor,2,skiing,1767,rural,183,289,spring,1,0,1
40,non-binary,117850,high school,8,hiking,2655,suburban,264,111,spring,1,0,0
46,male,33442,doctorate,4,sunbathing,1794,urban,284,137,winter,0,0,0
47,female,75795,high school,5,sunbathing,3833,suburban,48,50,summer,0,1,0
56,non-binary,106476,doctorate,3,hiking,1340,urban,41,102,summer,0,0,1
61,non-binary,79418,high school,6,skiing,666,urban,135,213,spring,0,0,1
64,female,112404,bachelor,0,hiking,4170,suburban,254,234,winter,0,0,0
42,male,77473,master,4,skiing,2487,suburban,86,74,winter,0,0,0
54,non-binary,45919,master,5,sunbathing,4560,rural,264,226,spring,1,0,0
64,female,72455,doctorate,6,swimming,1731,rural,162,156,fall,1,0,0
25,male,21611,high school,4,skiing,4805,suburban,55,289,fall,1,1,1
59,non-binary,96342,master,7,skiing,1132,rural,83,96,spring,1,1,1
33,male,23704,master,4,skiing,1428,suburban,113,184,fall,1,0,1
25,non-binary,82795,master,1,swimming,2887,urban,278,281,fall,0,1,0
18,female,105398,high school,5,hiking,2701,suburban,173,270,fall,0,1,1
61,female,111839,bachelor,5,sunbathing,3665,urban,95,147,winter,0,0,0
22,female,52734,high school,9,skiing,2777,urban,294,176,spring,1,1,0
20,male,54744,high school,0,swimming,2862,rural,204,39,fall,1,0,0
18,male,37396,doctorate,9,swimming,1894,rural,109,190,summer,0,1,0
21,female,46914,master,2,skiing,2503,urban,0,43,summer,0,1,1
57,non-binary,22693,high school,8,swimming,4088,suburban,181,51,winter,1,0,0
52,male,50296,master,3,sunbathing,2608,rural,200,229,fall,1,0,0
49,male,23038,high school,7,hiking,1450,rural,61,116,fall,1,0,1
59,non-binary,41246,high school,4,hiking,2518,suburban,136,270,winter,1,0,1
51,non-binary,49405,bachelor,2,swimming,4806,urban,37,203,spring,0,1,0
60,female,37787,master,1,skiing,789,urban,294,111,fall,1,0,0
42,male,66061,high school,5,sunbathing,2697,suburban,64,62,winter,0,0,0
27,non-binary,51554,doctorate,0,hiking,2496,rural,145,140,spring,1,1,0
38,non-binary,89713,high school,7,sunbathing,2897,rural,204,172,spring,0,1,0
63,female,24084,bachelor,9,hiking,2663,urban,289,78,winter,0,0,0
56,female,69783,master,4,skiing,4302,rural,60,111,spring,0,1,1
44,male,43888,high school,2,sunbathing,3276,suburban,54,2,spring,0,0,0
44,non-binary,20781,doctorate,1,swimming,1278,urban,104,98,fall,1,1,0
19,female,53551,doctorate,8,swimming,3010,suburban,75,27,summer,1,1,0
58,male,109370,master,3,hiking,4207,suburban,274,226,summer,1,0,0
65,female,66826,high school,5,skiing,4043,urban,126,113,fall,1,0,0
30,male,94148,doctorate,9,skiing,2212,rural,244,55,summer,0,0,0
26,non-binary,59904,master,5,sunbathing,4635,urban,211,297,winter,0,1,0
69,female,113244,doctorate,0,skiing,3564,rural,273,40,fall,0,1,0
53,male,73109,master,9,swimming,565,suburban,202,269,fall,0,0,0
39,male,72627,doctorate,3,skiing,2448,suburban,251,223,fall,0,1,0
59,non-binary,24888,doctorate,4,sunbathing,3298,rural,282,183,winter,0,0,0
43,female,51921,doctorate,1,skiing,1677,rural,284,275,winter,1,0,0
29,male,26713,high school,5,swimming,3994,urban,168,280,winter,1,1,0
34,male,112580,bachelor,0,hiking,2852,rural,105,155,spring,0,0,1
31,male,75428,high school,3,sunbathing,2083,suburban,229,207,spring,0,0,0
31,male,43349,bachelor,5,skiing,4582,suburban,131,171,winter,1,0,1
51,female,119657,bachelor,7,skiing,4601,suburban,189,258,fall,0,1,1
37,female,37672,high school,5,sunbathing,2485,urban,238,170,summer,1,1,0
28,male,81261,high school,9,sunbathing,3922,urban,213,22,fall,1,1,0
33,female,27456,doctorate,6,swimming,4883,suburban,280,110,spring,0,1,0
68,female,118268,bachelor,2,sunbathing,4314,rural,295,181,fall,0,0,0
48,non-binary,94821,high school,0,swimming,3553,suburban,183,213,summer,0,1,0
23,non-binary,107546,high school,8,hiking,2520,suburban,146,231,winter,1,1,1
36,male,43608,bachelor,8,hiking,799,suburban,187,176,spring,0,0,0
54,non-binary,77881,high school,2,skiing,4361,rural,244,13,spring,1,0,0
21,female,100550,doctorate,1,swimming,2449,rural,113,77,summer,0,1,0
64,male,78862,high school,9,sunbathing,3212,suburban,295,280,winter,1,1,0
21,non-binary,63439,master,2,skiing,2324,rural,126,126,spring,0,0,0
37,male,35554,bachelor,5,skiing,2148,rural,164,109,spring,0,0,0
27,male,55887,master,0,skiing,3429,suburban,274,231,spring,1,1,0
41,non-binary,20173,master,9,skiing,1370,suburban,143,260,winter,1,1,1
52,female,112511,high school,2,hiking,823,urban,30,2,summer,0,1,0
43,female,101867,doctorate,3,swimming,3506,suburban,268,129,summer,0,1,0
54,non-binary,69549,bachelor,5,swimming,1843,suburban,167,121,fall,1,1,0
55,non-binary,69916,bachelor,9,sunbathing,3826,urban,105,193,fall,0,1,0
38,non-binary,87843,high school,8,hiking,4748,rural,290,134,fall,1,1,0
57,non-binary,54558,master,3,skiing,3120,urban,2,281,summer,0,1,1
56,male,80926,bachelor,7,sunbathing,2444,rural,92,120,fall,1,1,0
38,female,28565,master,7,sunbathing,2740,suburban,223,213,winter,0,0,0
27,female,70938,high school,6,swimming,547,suburban,182,38,spring,0,0,0
55,non-binary,59554,doctorate,8,sunbathing,4223,urban,275,89,fall,1,0,0
63,female,102946,high school,3,swimming,2902,rural,112,203,fall,1,1,0
21,female,86172,master,1,skiing,858,suburban,118,106,spring,1,1,0
62,female,49944,master,6,sunbathing,4908,suburban,16,151,winter,1,1,0
37,non-binary,55279,bachelor,3,sunbathing,3940,suburban,158,289,fall,0,0,0
34,non-binary,61932,bachelor,4,swimming,2640,urban,293,226,spring,1,0,0
24,female,88754,high school,1,swimming,2192,urban,79,158,winter,0,0,0
21,non-binary,115525,master,8,skiing,2256,urban,73,91,spring,1,0,1
46,female,89256,master,9,hiking,4207,suburban,264,184,fall,0,0,0
31,non-binary,95885,high school,0,skiing,4942,urban,276,155,fall,1,1,0
20,female,117926,master,3,sunbathing,1317,urban,298,235,summer,0,0,0
41,non-binary,63620,master,4,sunbathing,4013,rural,224,206,spring,1,0,0
54,female,85139,doctorate,3,skiing,1522,rural,214,91,spring,0,1,0
33,non-binary,109206,doctorate,5,skiing,3185,suburban,93,274,summer,0,0,1
69,non-binary,85589,master,1,swimming,2450,suburban,290,198,spring,0,1,0
21,female,104507,high school,5,swimming,3945,suburban,48,90,summer,1,1,0
41,male,89057,master,7,skiing,2841,urban,26,59,spring,0,1,1
51,female,55071,bachelor,9,hiking,3581,rural,56,69,winter,1,0,1
47,female,74427,bachelor,3,hiking,792,urban,222,209,winter,0,1,0
35,male,65080,high school,7,hiking,4070,urban,169,206,fall,0,0,1
36,non-binary,83741,high school,7,hiking,3979,rural,130,121,summer,0,1,0
48,male,50554,doctorate,7,swimming,1060,suburban,21,156,winter,0,1,0
36,female,110830,bachelor,1,swimming,3619,rural,7,219,summer,1,1,0
66,male,80080,master,7,skiing,578,rural,34,17,fall,1,1,0
63,non-binary,84431,master,4,sunbathing,3674,rural,94,196,fall,1,0,0
36,female,22427,high school,3,skiing,4286,rural,294,66,summer,1,0,0
39,female,51970,master,6,skiing,1717,suburban,160,84,summer,0,0,0
41,non-binary,118720,bachelor,9,hiking,1598,suburban,90,152,spring,0,1,1
62,non-binary,49163,master,5,skiing,1293,urban,287,266,spring,0,1,0
29,female,108602,doctorate,4,swimming,2777,suburban,94,54,fall,0,0,0
47,non-binary,22277,master,4,skiing,2698,rural,299,133,fall,0,0,0
55,male,85403,bachelor,7,hiking,2534,rural,132,208,fall,1,0,1
48,male,79399,high school,0,sunbathing,4003,rural,211,59,fall,0,0,0
53,male,67293,doctorate,4,hiking,2783,rural,287,241,summer,0,0,0
36,male,32659,doctorate,7,skiing,3609,rural,46,37,spring,1,0,0
65,non-binary,55749,doctorate,5,skiing,3092,rural,122,80,summer,1,1,0
62,male,51602,master,8,skiing,4813,suburban,112,207,winter,1,1,1
53,male,104995,master,8,swimming,2852,suburban,192,256,fall,0,1,0
47,female,94927,master,6,swimming,801,rural,65,174,winter,0,0,0
66,non-binary,104420,doctorate,5,hiking,1074,rural,221,209,winter,1,0,0
50,non-binary,64943,master,5,hiking,3663,urban,87,1,summer,0,0,0
35,non-binary,108209,doctorate,3,skiing,716,urban,72,197,fall,0,0,1
69,female,41752,doctorate,7,hiking,2690,urban,13,195,summer,0,1,1
66,female,49612,master,7,sunbathing,1193,suburban,118,49,spring,1,0,0
45,non-binary,28977,high school,1,hiking,3959,rural,85,97,fall,1,0,1
64,male,98727,doctorate,8,sunbathing,2967,urban,178,245,summer,0,1,0
28,female,80444,master,2,swimming,4915,rural,178,172,spring,0,1,0
62,female,90804,bachelor,4,hiking,2923,rural,268,101,spring,0,1,0
50,female,82950,high school,1,skiing,1209,suburban,26,23,fall,1,0,0
34,non-binary,67925,bachelor,8,swimming,611,suburban,162,176,spring,0,0,0
23,male,78970,master,2,sunbathing,3317,rural,27,254,spring,1,1,0
21,female,42062,high school,9,skiing,3138,urban,264,116,summer,0,0,0
37,female,74083,master,8,sunbathing,2549,rural,175,288,fall,1,1,0
65,non-binary,90347,bachelor,3,hiking,3090,urban,273,131,summer,1,0,0
64,male,29295,bachelor,1,sunbathing,4055,rural,294,141,spring,1,0,0
44,female,39544,master,6,hiking,2434,suburban,231,268,spring,1,1,1
32,non-binary,28976,master,5,swimming,3454,urban,12,27,summer,1,1,0
23,non-binary,100188,high school,2,hiking,1457,rural,211,90,winter,0,1,0
64,female,112339,high school,2,swimming,650,urban,1,198,fall,1,0,0
31,non-binary,32841,master,1,skiing,2125,rural,177,74,fall,0,0,0
28,non-binary,67982,high school,9,hiking,4242,urban,138,224,summer,1,0,1
56,female,40018,doctorate,3,sunbathing,2586,urban,34,285,fall,0,1,0
26,non-binary,46349,high school,9,skiing,841,rural,222,264,fall,0,0,1
43,male,76724,doctorate,5,swimming,4686,suburban,31,54,summer,1,0,0
33,male,31448,high school,5,sunbathing,1515,urban,134,203,summer,0,1,0
22,female,41795,bachelor,4,sunbathing,3333,suburban,73,37,fall,1,1,0
69,male,34081,bachelor,8,hiking,3103,rural,124,159,summer,0,0,1
27,male,31030,master,8,sunbathing,1552,rural,157,6,fall,0,0,0
67,female,43015,high school,4,swimming,2714,urban,277,115,winter,1,0,0
20,non-binary,111834,master,1,hiking,2069,urban,173,200,fall,1,0,1
30,male,68321,bachelor,2,hiking,2195,rural,148,48,winter,0,0,0
60,non-binary,55017,high school,6,hiking,4398,suburban,129,296,spring,0,0,1
66,female,62056,doctorate,1,swimming,1163,suburban,224,55,winter,0,0,0
47,male,55447,high school,0,skiing,2018,suburban,93,98,fall,0,1,1
62,female,49499,bachelor,0,sunbathing,4238,suburban,207,249,winter,1,1,0
23,non-binary,31996,high school,7,hiking,2959,rural,227,230,spring,1,1,1
34,female,20387,high school,4,skiing,4176,rural,8,198,winter,1,1,1
62,male,82996,master,3,skiing,2460,suburban,241,253,spring,1,0,1
68,female,78976,master,3,skiing,4656,suburban,213,280,summer,1,0,1
36,female,98814,bachelor,2,swimming,4515,suburban,177,93,summer,1,0,0
59,female,89494,master,7,swimming,3882,urban,49,164,winter,0,0,0
52,non-binary,51707,master,7,sunbathing,4298,urban,42,298,winter,0,0,0
63,non-binary,64899,high school,6,skiing,701,rural,258,8,summer,0,0,0
43,non-binary,99712,master,5,swimming,4654,urban,238,123,winter,0,0,0
68,non-binary,35363,master,8,swimming,1849,urban,245,216,winter,1,1,0
22,male,38819,high school,8,swimming,3247,suburban,155,117,spring,1,0,0
46,non-binary,77504,master,0,skiing,3305,rural,160,30,spring,1,1,0
54,non-binary,55469,master,0,swimming,3477,rural,184,129,spring,0,0,0
37,male,36879,doctorate,6,hiking,3351,suburban,170,63,summer,0,1,0
66,non-binary,88488,bachelor,7,hiking,1932,urban,109,198,spring,0,0,1
38,female,95965,high school,9,swimming,3869,urban,125,17,fall,1,0,0
27,non-binary,53926,master,2,hiking,802,rural,193,103,winter,1,1,0
22,male,65549,master,1,sunbathing,3798,urban,142,15,fall,0,0,0
53,female,44539,master,4,swimming,3670,urban,150,45,winter,1,0,0
23,male,53028,master,9,skiing,2545,suburban,227,270,fall,1,1,1
43,female,90509,high school,3,hiking,3268,suburban,252,27,winter,1,1,0
21,female,100908,master,3,sunbathing,2820,rural,56,175,fall,0,0,0
56,female,77078,bachelor,1,swimming,3111,urban,221,161,fall,0,0,0
56,male,93977,bachelor,0,hiking,2849,rural,144,230,winter,1,0,1
67,female,85419,master,0,sunbathing,3163,rural,51,108,winter,0,0,0
52,female,89236,master,8,skiing,1636,urban,51,245,summer,1,0,1
18,female,77434,high school,1,hiking,4148,suburban,259,11,winter,1,1,0
41,female,74534,doctorate,9,swimming,4591,suburban,79,296,summer,1,1,0
53,female,109748,high school,4,swimming,610,suburban,157,159,fall,0,1,0
23,non-binary,107889,high school,1,skiing,929,urban,262,139,summer,1,0,0
58,male,38853,bachelor,0,swimming,3060,suburban,91,165,winter,0,0,0
63,female,52953,bachelor,2,sunbathing,758,suburban,72,155,summer,1,0,0
61,female,68695,doctorate,5,swimming,4224,suburban,136,83,winter,1,1,0
48,female,64518,master,7,hiking,2479,urban,34,92,spring,1,1,1
37,female,70388,doctorate,4,sunbathing,2768,urban,97,105,summer,0,1,0
41,female,61935,master,8,hiking,4989,urban,265,213,spring,0,1,0
42,non-binary,101266,bachelor,2,skiing,1188,urban,98,9,winter,0,0,0
53,non-binary,67551,bachelor,6,sunbathing,2094,urban,1,216,winter,0,0,0
38,female,112819,master,8,swimming,1672,suburban,59,61,fall,1,0,0
47,female,64849,bachelor,4,hiking,2194,urban,295,27,summer,1,0,0
41,female,105813,doctorate,5,skiing,3249,urban,220,176,winter,1,1,0
61,male,24013,doctorate,2,sunbathing,1857,suburban,55,97,winter,1,1,0
59,male,67086,doctorate,7,sunbathing,1646,urban,84,36,spring,1,0,0
